Dissect Code,AssmtCode_1,Year,SiteCode,SiteYear,NUMDISSECTED PER HOST PER SITE ASS.,HOSTSPECIES,SITE VISIT,SVL,STAGE,MALF,SEX,DISSECTED,ALARIA,THICKIE,CLINO,ECHINO,FIB,GLOB,RIB,MANO,HAEMATO,HALIPEGUS,OSWALDO,OPALPREZ2,NYCTOPREZ2,TRITRICHPREZ2,GORGOD,NEMATODE,UNKN,LARVTREMRICH,LARVTREMTOT,BDPOS,BDZE,RVPOS,RVLOAD
MUD46_20130807_PSRE_007,MUD46_20130807,2013,MUD46,MUD46_2013,15,PSRE,2,19.22,META,FALSE,F,1,0,0,0,42,0,0,0,0,0,0,0,1,0,0,0,0,0,1,42,0,0,0,0
MUD46_20130807_PSRE_008,MUD46_20130807,2013,MUD46,MUD46_2013,15,PSRE,2,21.37,META,FALSE,M,1,2,0,0,190,0,0,0,0,0,0,0,1,0,0,0,0,0,2,192,0,0,0,0
MUD46_20130807_PSRE_009,MUD46_20130807,2013,MUD46,MUD46_2013,15,PSRE,2,19.05,META,FALSE,F,1,0,0,0,58,0,0,6,0,0,0,0,1,0,0,0,0,0,2,64,0,0,0,0
MUD46_20130807_PSRE_010,MUD46_20130807,2013,MUD46,MUD46_2013,15,PSRE,2,20.11,META,FALSE,M,1,0,0,0,77,0,0,0,0,0,0,0,1,0,0,0,0,0,1,77,0,0,0,0
MUD46_20130807_TAGR_007,MUD46_20130807,2013,MUD46,MUD46_2013,15,TAGR,2,27.91,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MUD46_20130807_TAGR_002,MUD46_20130807,2013,MUD46,MUD46_2013,15,TAGR,2,27.33,Larva,FALSE,F,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MUD46_20130807_TAGR_003,MUD46_20130807,2013,MUD46,MUD46_2013,15,TAGR,2,33.16,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUD46_20130807_TAGR_005,MUD46_20130807,2013,MUD46,MUD46_2013,15,TAGR,2,18.88,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0959986456
MUD46_20130807_TAGR_006,MUD46_20130807,2013,MUD46,MUD46_2013,15,TAGR,2,14.53,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MUD46_20130807_TAGR_008,MUD46_20130807,2013,MUD46,MUD46_2013,15,TAGR,2,22.16,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
MUD46_20130807_TAGR_010,MUD46_20130807,2013,MUD46,MUD46_2013,15,TAGR,2,15.5,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0003651608
MUD46_20130807_TAGR_011,MUD46_20130807,2013,MUD46,MUD46_2013,15,TAGR,2,14.09,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1161769361
MUD46_20130807_TAGR_012,MUD46_20130807,2013,MUD46,MUD46_2013,15,TAGR,2,18.45,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUD46_20130807_TAGR_014,MUD46_20130807,2013,MUD46,MUD46_2013,15,TAGR,2,14.21,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.92242161277617E-005
MUD46_20130807_TAGR_015,MUD46_20130807,2013,MUD46,MUD46_2013,15,TAGR,2,14.86,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0030052628
MUD74_20130724_PSRE_001,MUD74_20130724,2013,MUD74,MUD74_2013,15,PSRE,2,14.69,META,FALSE,M,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,6.1224146684,NA,NA
MUD74_20130724_PSRE_002,MUD74_20130724,2013,MUD74,MUD74_2013,15,PSRE,2,16,META,FALSE,M,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,21.2388080359,0,0
MUD74_20130724_PSRE_003,MUD74_20130724,2013,MUD74,MUD74_2013,15,PSRE,2,15.39,META,FALSE,F,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,39.7996228933,NA,NA
MUD74_20130724_PSRE_004,MUD74_20130724,2013,MUD74,MUD74_2013,15,PSRE,2,14.91,META,FALSE,M,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
MUD74_20130724_PSRE_006,MUD74_20130724,2013,MUD74,MUD74_2013,15,PSRE,2,15.09,META,TRUE,M,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,1,20.5642205477,NA,NA
MUD74_20130724_PSRE_007,MUD74_20130724,2013,MUD74,MUD74_2013,15,PSRE,2,13.29,META,FALSE,M,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0
MUD74_20130724_PSRE_008,MUD74_20130724,2013,MUD74,MUD74_2013,15,PSRE,2,16.48,META,FALSE,F,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,1,1.9662362337,0,0
MUD74_20130724_PSRE_009,MUD74_20130724,2013,MUD74,MUD74_2013,15,PSRE,2,17.48,META,FALSE,F,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,187.1160538991,0,0
MUD74_20130724_PSRE_010,MUD74_20130724,2013,MUD74,MUD74_2013,15,PSRE,2,12.7,META,FALSE,M,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,NA,NA
MUD74_20130724_PSRE_011,MUD74_20130724,2013,MUD74,MUD74_2013,15,PSRE,2,15.03,META,FALSE,M,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,1,5.8627402782,0,0
MUD74_20130724_PSRE_012,MUD74_20130724,2013,MUD74,MUD74_2013,15,PSRE,2,13.35,META,FALSE,M,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,4.6262577176,0,0
MUD74_20130724_PSRE_013,MUD74_20130724,2013,MUD74,MUD74_2013,15,PSRE,2,14.86,META,FALSE,F,1,0,0,0,18,0,0,0,0,0,0,0,1,1,0,0,0,0,1,18,0,0,0,0
MUD74_20130724_PSRE_014,MUD74_20130724,2013,MUD74,MUD74_2013,15,PSRE,2,17.43,META,FALSE,M,1,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,1,133.6407852173,0,0
MUD74_20130724_PSRE_015,MUD74_20130724,2013,MUD74,MUD74_2013,15,PSRE,2,16.71,META,FALSE,F,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,3.0711790174,0,0
MUD74_20130724_PSRE_005,MUD74_20130724,2013,MUD74,MUD74_2013,15,PSRE,2,15.62,META,FALSE,M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5607.0677185059,1,0.4737217001
MUDCR_20130624_PSRE_001,MUDCR_20130624,2013,MUDCR,MUDCR_2013,1,PSRE,2,16.16,META,FALSE,M,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0.0059177096
MUDCR_20130624_TATO_001,MUDCR_20130624,2013,MUDCR,MUDCR_2013,15,TATO,2,19.09,Larva,TRUE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MUDCR_20130624_TATO_002,MUDCR_20130624,2013,MUDCR,MUDCR_2013,15,TATO,2,15.97,META,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUDCR_20130624_TATO_003,MUDCR_20130624,2013,MUDCR,MUDCR_2013,15,TATO,2,19.64,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUDCR_20130624_TATO_004,MUDCR_20130624,2013,MUDCR,MUDCR_2013,15,TATO,2,19.94,META,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MUDCR_20130624_TATO_005,MUDCR_20130624,2013,MUDCR,MUDCR_2013,15,TATO,2,17.82,META,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUDCR_20130624_TATO_006,MUDCR_20130624,2013,MUDCR,MUDCR_2013,15,TATO,2,22.44,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MUDCR_20130624_TATO_007,MUDCR_20130624,2013,MUDCR,MUDCR_2013,15,TATO,2,17.78,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MUDCR_20130624_TATO_008,MUDCR_20130624,2013,MUDCR,MUDCR_2013,15,TATO,2,21.52,Larva,TRUE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MUDCR_20130624_TATO_009,MUDCR_20130624,2013,MUDCR,MUDCR_2013,15,TATO,2,21.83,META,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUDCR_20130624_TATO_010,MUDCR_20130624,2013,MUDCR,MUDCR_2013,15,TATO,2,20.44,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUDCR_20130624_TATO_011,MUDCR_20130624,2013,MUDCR,MUDCR_2013,15,TATO,2,23.2,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUDCR_20130624_TATO_012,MUDCR_20130624,2013,MUDCR,MUDCR_2013,15,TATO,2,19.33,META,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUDCR_20130624_TATO_013,MUDCR_20130624,2013,MUDCR,MUDCR_2013,15,TATO,2,21.58,META,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MUDCR_20130624_TATO_014,MUDCR_20130624,2013,MUDCR,MUDCR_2013,15,TATO,2,23.47,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUDCR_20130624_TATO_015,MUDCR_20130624,2013,MUDCR,MUDCR_2013,15,TATO,2,16.05,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUDEF_20130709_PSRE_002,MUDEF_20130709,2013,MUDEF,MUDEF_2013,2,PSRE,2,14.76,META,FALSE,M,1,0,0,0,77,0,0,0,0,0,0,0,1,0,0,0,0,0,1,77,0,0,0,0
MUDEF_20130709_PSRE_001,MUDEF_20130709,2013,MUDEF,MUDEF_2013,2,PSRE,2,13.67,META,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.2978546638,0,0
MUDEF_20130709_TAGR_001,MUDEF_20130709,2013,MUDEF,MUDEF_2013,5,TAGR,2,27.12,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUDEF_20130709_TAGR_002,MUDEF_20130709,2013,MUDEF,MUDEF_2013,5,TAGR,2,14.76,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUDEF_20130709_TAGR_003,MUDEF_20130709,2013,MUDEF,MUDEF_2013,5,TAGR,2,10.57,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUDEF_20130709_TAGR_004,MUDEF_20130709,2013,MUDEF,MUDEF_2013,5,TAGR,2,12.88,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUDEF_20130709_TAGR_005,MUDEF_20130709,2013,MUDEF,MUDEF_2013,5,TAGR,2,23.45,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MUDEF_20130709_TATO_001,MUDEF_20130709,2013,MUDEF,MUDEF_2013,15,TATO,2,31.32,META,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MUDEF_20130709_TATO_002,MUDEF_20130709,2013,MUDEF,MUDEF_2013,15,TATO,2,21.27,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUDEF_20130709_TATO_003,MUDEF_20130709,2013,MUDEF,MUDEF_2013,15,TATO,2,22.23,Larva,FALSE,M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.022553696
MUDEF_20130709_TATO_004,MUDEF_20130709,2013,MUDEF,MUDEF_2013,15,TATO,2,18.88,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUDEF_20130709_TATO_005,MUDEF_20130709,2013,MUDEF,MUDEF_2013,15,TATO,2,21.63,Larva,FALSE,U,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,1,3,0,0,0,0
MUDEF_20130709_TATO_006,MUDEF_20130709,2013,MUDEF,MUDEF_2013,15,TATO,2,19.23,Larva,FALSE,F,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,5,0,0,NA,NA
MUDEF_20130709_TATO_007,MUDEF_20130709,2013,MUDEF,MUDEF_2013,15,TATO,2,20.52,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MUDEF_20130709_TATO_008,MUDEF_20130709,2013,MUDEF,MUDEF_2013,15,TATO,2,19.13,Larva,FALSE,U,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0
MUDEF_20130709_TATO_009,MUDEF_20130709,2013,MUDEF,MUDEF_2013,15,TATO,2,27.11,Larva,FALSE,U,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,6,0,0,1,0.699350639
MUDEF_20130709_TATO_010,MUDEF_20130709,2013,MUDEF,MUDEF_2013,15,TATO,2,29.98,Larva,FALSE,M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0.0018938676
MUDEF_20130709_TATO_011,MUDEF_20130709,2013,MUDEF,MUDEF_2013,15,TATO,2,22.74,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,NA,NA
MUDEF_20130709_TATO_012,MUDEF_20130709,2013,MUDEF,MUDEF_2013,15,TATO,2,20.9,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MUDEF_20130709_TATO_013,MUDEF_20130709,2013,MUDEF,MUDEF_2013,15,TATO,2,23.17,Larva,FALSE,U,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0.011900937
MUDEF_20130709_TATO_014,MUDEF_20130709,2013,MUDEF,MUDEF_2013,15,TATO,2,23.17,Larva,FALSE,U,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,3,0,0,1,0.000859438
MUDEF_20130709_TATO_015,MUDEF_20130709,2013,MUDEF,MUDEF_2013,15,TATO,2,23.34,Larva,FALSE,U,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,1,0,0,NA,NA
MUDLG_20130709_PSRE_002,MUDLG_20130709,2013,MUDLG,MUDLG_2013,15,PSRE,2,17.39,META,FALSE,F,1,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11,0,0,0,0
MUDLG_20130709_PSRE_003,MUDLG_20130709,2013,MUDLG,MUDLG_2013,15,PSRE,2,19.96,META,FALSE,F,1,0,0,0,28,0,0,0,0,0,0,0,1,1,1,0,0,0,1,28,0,0,0,0
MUDLG_20130709_PSRE_001,MUDLG_20130709,2013,MUDLG,MUDLG_2013,15,PSRE,2,18.49,META,FALSE,M,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
MUDRS_20130624_PSRE_001,MUDRS_20130624,2013,MUDRS,MUDRS_2013,15,PSRE,2,12.39,META,FALSE,M,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MUDRS_20130624_PSRE_002,MUDRS_20130624,2013,MUDRS,MUDRS_2013,15,PSRE,2,12.87,META,FALSE,M,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MUDRS_20130624_PSRE_003,MUDRS_20130624,2013,MUDRS,MUDRS_2013,15,PSRE,2,20.09,META,FALSE,F,1,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,1,4,0,0,0,0
MUDRS_20130624_PSRE_004,MUDRS_20130624,2013,MUDRS,MUDRS_2013,15,PSRE,2,15.82,META,FALSE,M,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
MUDRS_20130624_PSRE_005,MUDRS_20130624,2013,MUDRS,MUDRS_2013,15,PSRE,2,13.58,META,FALSE,M,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
MUDRS_20130624_PSRE_007,MUDRS_20130624,2013,MUDRS,MUDRS_2013,15,PSRE,2,13.76,META,FALSE,M,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
MUDRS_20130624_PSRE_009,MUDRS_20130624,2013,MUDRS,MUDRS_2013,15,PSRE,2,13.86,META,FALSE,M,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MUDRS_20130624_PSRE_010,MUDRS_20130624,2013,MUDRS,MUDRS_2013,15,PSRE,2,13.17,META,FALSE,F,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MUDRS_20130624_PSRE_011,MUDRS_20130624,2013,MUDRS,MUDRS_2013,15,PSRE,2,15.21,META,FALSE,M,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MUDRS_20130624_PSRE_015,MUDRS_20130624,2013,MUDRS,MUDRS_2013,15,PSRE,2,14.03,META,FALSE,F,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MUDRS_20130624_PSRE_006,MUDRS_20130624,2013,MUDRS,MUDRS_2013,15,PSRE,2,13.8,META,FALSE,F,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUDRS_20130624_PSRE_008,MUDRS_20130624,2013,MUDRS,MUDRS_2013,15,PSRE,2,13.77,META,FALSE,M,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MUDRS_20130624_PSRE_012,MUDRS_20130624,2013,MUDRS,MUDRS_2013,15,PSRE,2,13.38,META,FALSE,M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUDRS_20130624_PSRE_013,MUDRS_20130624,2013,MUDRS,MUDRS_2013,15,PSRE,2,13.97,META,FALSE,F,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUDRS_20130624_PSRE_014,MUDRS_20130624,2013,MUDRS,MUDRS_2013,15,PSRE,2,14.29,META,FALSE,F,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUDRS_20130624_TATO_001,MUDRS_20130624,2013,MUDRS,MUDRS_2013,15,TATO,2,22.05,META,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MUDRS_20130624_TATO_002,MUDRS_20130624,2013,MUDRS,MUDRS_2013,15,TATO,2,19.07,META,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUDRS_20130624_TATO_003,MUDRS_20130624,2013,MUDRS,MUDRS_2013,15,TATO,2,18.85,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1147632449
MUDRS_20130624_TATO_005,MUDRS_20130624,2013,MUDRS,MUDRS_2013,15,TATO,2,19.2,META,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUDRS_20130624_TATO_006,MUDRS_20130624,2013,MUDRS,MUDRS_2013,15,TATO,2,20.72,META,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.063280217
MUDRS_20130624_TATO_007,MUDRS_20130624,2013,MUDRS,MUDRS_2013,15,TATO,2,14.77,META,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2596035269
MUDRS_20130624_TATO_008,MUDRS_20130624,2013,MUDRS,MUDRS_2013,15,TATO,2,24.4,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUDRS_20130624_TATO_009,MUDRS_20130624,2013,MUDRS,MUDRS_2013,15,TATO,2,15.88,META,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MUDRS_20130624_TATO_010,MUDRS_20130624,2013,MUDRS,MUDRS_2013,15,TATO,2,18.27,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUDRS_20130624_TATO_011,MUDRS_20130624,2013,MUDRS,MUDRS_2013,15,TATO,2, ,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0040803875
MUDRS_20130624_TATO_012,MUDRS_20130624,2013,MUDRS,MUDRS_2013,15,TATO,2,17.5,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA
MUDRS_20130624_TATO_013,MUDRS_20130624,2013,MUDRS,MUDRS_2013,15,TATO,2,14.41,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MUDRS_20130624_TATO_014,MUDRS_20130624,2013,MUDRS,MUDRS_2013,15,TATO,2,13.96,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MUDRS_20130624_TATO_015,MUDRS_20130624,2013,MUDRS,MUDRS_2013,15,TATO,2,15.12,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
NTalkGCP_20130716_BUBO_001,NTalkGCP_20130716,2013,NTalkGCP,NTalkGCP_2013,15,BUBO,2,20.55,META,FALSE,M,1,0,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,1,5,0,0,0,0
NTalkGCP_20130716_BUBO_002,NTalkGCP_20130716,2013,NTalkGCP,NTalkGCP_2013,15,BUBO,2,25.39,META,FALSE,M,1,0,0,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,1,6,0,0,0,0
NTalkGCP_20130716_BUBO_004,NTalkGCP_20130716,2013,NTalkGCP,NTalkGCP_2013,15,BUBO,2,17.97,META,FALSE,F,1,0,0,0,19,0,0,0,0,0,0,0,1,1,0,0,0,0,1,19,0,0,0,0
NTalkGCP_20130716_BUBO_005,NTalkGCP_20130716,2013,NTalkGCP,NTalkGCP_2013,15,BUBO,2,21.63,META,FALSE,F,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
NTalkGCP_20130716_BUBO_006,NTalkGCP_20130716,2013,NTalkGCP,NTalkGCP_2013,15,BUBO,2,20.03,META,FALSE,F,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,434.3416277568,0,0
NTalkGCP_20130716_BUBO_013,NTalkGCP_20130716,2013,NTalkGCP,NTalkGCP_2013,15,BUBO,2,18.44,META,FALSE,M,1,0,0,0,12,0,0,0,0,0,0,0,1,1,0,0,0,0,1,12,0,0,0,0
NTalkGCP_20130716_BUBO_014,NTalkGCP_20130716,2013,NTalkGCP,NTalkGCP_2013,15,BUBO,2,19.98,META,FALSE,M,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
NTalkGCP_20130716_BUBO_015,NTalkGCP_20130716,2013,NTalkGCP,NTalkGCP_2013,15,BUBO,2,16.66,META,FALSE,M,1,0,0,0,24,0,1,0,0,0,0,0,1,1,0,0,0,0,2,25,0,0,0,0
NTalkGCP_20130716_BUBO_012,NTalkGCP_20130716,2013,NTalkGCP,NTalkGCP_2013,15,BUBO,2,17.99,META,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NTalkGCP_20130716_PSRE_002,NTalkGCP_20130716,2013,NTalkGCP,NTalkGCP_2013,15,PSRE,2,15.65,META,FALSE,F,1,0,0,0,7,0,0,1,0,0,0,0,1,0,0,0,0,0,2,8,0,0,0,0
NTalkGCP_20130716_PSRE_006,NTalkGCP_20130716,2013,NTalkGCP,NTalkGCP_2013,15,PSRE,2,17.44,META,FALSE,F,1,0,0,0,28,0,0,0,0,0,0,0,1,0,0,0,0,0,1,28,0,0,0,0
NTalkGCP_20130716_PSRE_007,NTalkGCP_20130716,2013,NTalkGCP,NTalkGCP_2013,15,PSRE,2,15.39,META,FALSE,M,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0
NTalkGCP_20130716_PSRE_008,NTalkGCP_20130716,2013,NTalkGCP,NTalkGCP_2013,15,PSRE,2,18.37,META,FALSE,M,1,0,0,0,26,0,4,0,0,0,0,0,1,1,0,0,0,0,2,30,0,0,0,0
NTalkGCP_20130716_PSRE_010,NTalkGCP_20130716,2013,NTalkGCP,NTalkGCP_2013,15,PSRE,2,15.69,META,FALSE,F,1,0,0,0,42,0,0,0,0,0,0,0,1,1,0,0,0,0,1,42,0,0,0,0
NTalkGCP_20130716_PSRE_012,NTalkGCP_20130716,2013,NTalkGCP,NTalkGCP_2013,15,PSRE,2,15.59,META,FALSE,F,1,0,0,18,5,0,0,0,0,0,0,0,1,1,0,0,0,0,2,23,0,0,0,0
NTalkGCP_20130716_PSRE_013,NTalkGCP_20130716,2013,NTalkGCP,NTalkGCP_2013,15,PSRE,2,16.42,META,FALSE,F,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NTalkGCP_20130716_PSRE_014,NTalkGCP_20130716,2013,NTalkGCP,NTalkGCP_2013,15,PSRE,2,16.1,META,FALSE,M,1,0,0,3,11,0,2,0,0,0,0,0,1,0,0,0,0,0,3,16,0,0,0,0
